respondent_id,region,age_band,true_choice,reported_choice,epsilon,k,scenario
54,Midlands,25-34,3,3,1.0,5,no_bias
55,London,35-44,2,4,1.0,5,no_bias
56,North West,45-54,0,1,1.0,5,no_bias
57,South East,65+,3,3,1.0,5,no_bias
58,North West,55-64,4,1,1.0,5,no_bias
59,South East,45-54,1,1,1.0,5,no_bias
60,London,65+,4,2,1.0,5,no_bias
61,South East,35-44,3,0,1.0,5,no_bias
62,Scotland,65+,0,3,1.0,5,no_bias
63,Scotland,35-44,4,3,1.0,5,no_bias
64,North West,25-34,2,1,1.0,5,no_bias
65,North West,18-24,4,4,1.0,5,no_bias
66,London,45-54,0,0,1.0,5,no_bias
67,South East,55-64,0,3,1.0,5,no_bias
68,Scotland,65+,4,3,1.0,5,no_bias
69,London,65+,2,2,1.0,5,no_bias
70,Midlands,25-34,4,4,1.0,5,no_bias
71,South East,55-64,1,1,1.0,5,no_bias
72,Midlands,55-64,4,1,1.0,5,no_bias
73,Scotland,45-54,3,3,1.0,5,no_bias
74,South East,65+,1,1,1.0,5,no_bias
75,Midlands,18-24,4,0,1.0,5,no_bias
76,North West,65+,4,1,1.0,5,no_bias
77,Scotland,45-54,4,4,1.0,5,no_bias
78,Scotland,65+,4,4,1.0,5,no_bias
79,Wales,35-44,3,3,1.0,5,no_bias
80,London,45-54,3,2,1.0,5,no_bias
81,Wales,35-44,0,0,1.0,5,no_bias
82,North West,18-24,1,3,1.0,5,no_bias
83,Midlands,18-24,4,4,1.0,5,no_bias
84,South East,55-64,3,0,1.0,5,no_bias
85,Midlands,25-34,4,4,1.0,5,no_bias
86,South East,65+,0,1,1.0,5,no_bias
87,Midlands,25-34,4,1,1.0,5,no_bias
88,Scotland,55-64,1,1,1.0,5,no_bias
89,South East,45-54,1,1,1.0,5,no_bias
90,North West,35-44,4,4,1.0,5,no_bias
91,Midlands,45-54,4,4,1.0,5,no_bias
92,London,25-34,1,1,1.0,5,no_bias
93,North West,45-54,4,4,1.0,5,no_bias
94,Scotland,45-54,3,3,1.0,5,no_bias
95,Wales,55-64,4,2,1.0,5,no_bias
96,North West,35-44,4,4,1.0,5,no_bias
97,Scotland,35-44,4,2,1.0,5,no_bias
98,South East,45-54,4,4,1.0,5,no_bias
99,Midlands,65+,0,4,1.0,5,no_bias
100,South East,18-24,4,3,1.0,5,no_bias
101,South East,55-64,4,0,1.0,5,no_bias
102,North West,18-24,4,4,1.0,5,no_bias
103,North West,65+,0,0,1.0,5,no_bias
104,Scotland,35-44,4,3,1.0,5,no_bias
105,South East,25-34,3,3,1.0,5,no_bias
106,London,65+,2,3,1.0,5,no_bias
107,North West,55-64,1,1,1.0,5,no_bias
108,North West,35-44,4,1,1.0,5,no_bias
109,North West,35-44,0,1,1.0,5,no_bias
110,Midlands,25-34,3,3,1.0,5,no_bias
111,Midlands,35-44,4,4,1.0,5,no_bias
112,South East,65+,4,4,1.0,5,no_bias
113,Midlands,35-44,4,0,1.0,5,no_bias
114,South East,35-44,3,4,1.0,5,no_bias
115,North West,25-34,1,2,1.0,5,no_bias
116,Midlands,65+,3,3,1.0,5,no_bias
117,Wales,65+,3,1,1.0,5,no_bias
118,North West,25-34,4,1,1.0,5,no_bias
119,Midlands,35-44,4,4,1.0,5,no_bias
120,London,45-54,4,4,1.0,5,no_bias
121,North West,45-54,2,2,1.0,5,no_bias
122,South East,65+,1,1,1.0,5,no_bias
123,Wales,55-64,1,1,1.0,5,no_bias
124,Scotland,55-64,0,0,1.0,5,no_bias
125,Scotland,18-24,4,4,1.0,5,no_bias
126,South East,35-44,4,1,1.0,5,no_bias
127,South East,65+,1,3,1.0,5,no_bias
128,Midlands,25-34,4,4,1.0,5,no_bias
129,London,45-54,3,1,1.0,5,no_bias
130,London,55-64,3,0,1.0,5,no_bias
131,London,65+,4,2,1.0,5,no_bias
132,Scotland,65+,4,2,1.0,5,no_bias
133,Scotland,55-64,1,2,1.0,5,no_bias
134,Midlands,35-44,4,3,1.0,5,no_bias
135,Midlands,45-54,1,3,1.0,5,no_bias
136,Wales,45-54,1,1,1.0,5,no_bias
137,South East,55-64,4,4,1.0,5,no_bias
138,South East,65+,2,4,1.0,5,no_bias
139,North West,25-34,4,4,1.0,5,no_bias
140,Midlands,25-34,2,2,1.0,5,no_bias
141,North West,18-24,1,1,1.0,5,no_bias
142,North West,18-24,4,3,1.0,5,no_bias
143,North West,25-34,1,0,1.0,5,no_bias
144,Midlands,18-24,3,1,1.0,5,no_bias
145,North West,65+,4,1,1.0,5,no_bias
146,North West,35-44,4,2,1.0,5,no_bias
147,Scotland,55-64,1,4,1.0,5,no_bias
148,North West,65+,4,4,1.0,5,no_bias
149,Midlands,55-64,1,2,1.0,5,no_bias
150,Midlands,45-54,1,2,1.0,5,no_bias
151,Scotland,18-24,4,3,1.0,5,no_bias
152,London,65+,1,0,1.0,5,no_bias
153,London,45-54,4,4,1.0,5,no_bias
154,Wales,25-34,1,1,1.0,5,no_bias
155,London,45-54,3,3,1.0,5,no_bias
156,Midlands,45-54,3,1,1.0,5,no_bias
157,Midlands,45-54,4,3,1.0,5,no_bias
158,Midlands,65+,4,1,1.0,5,no_bias
159,North West,25-34,4,0,1.0,5,no_bias
160,North West,55-64,2,2,1.0,5,no_bias
161,South East,65+,2,2,1.0,5,no_bias
162,London,25-34,0,0,1.0,5,no_bias
163,Midlands,35-44,4,4,1.0,5,no_bias
164,North West,45-54,1,4,1.0,5,no_bias
165,Midlands,35-44,4,0,1.0,5,no_bias
166,North West,65+,4,1,1.0,5,no_bias
167,Scotland,35-44,4,2,1.0,5,no_bias
168,North West,18-24,4,4,1.0,5,no_bias
169,London,35-44,4,3,1.0,5,no_bias
170,London,45-54,1,1,1.0,5,no_bias
171,South East,55-64,1,1,1.0,5,no_bias
172,North West,45-54,1,1,1.0,5,no_bias
173,London,65+,1,1,1.0,5,no_bias
174,London,25-34,4,4,1.0,5,no_bias
175,Wales,35-44,1,1,1.0,5,no_bias
176,North West,35-44,0,0,1.0,5,no_bias
177,South East,65+,3,3,1.0,5,no_bias
178,South East,25-34,1,4,1.0,5,no_bias
179,London,55-64,1,1,1.0,5,no_bias
180,London,18-24,1,1,1.0,5,no_bias
181,Midlands,25-34,4,3,1.0,5,no_bias
182,South East,45-54,1,3,1.0,5,no_bias
183,London,25-34,2,2,1.0,5,no_bias
184,North West,18-24,4,4,1.0,5,no_bias
185,Wales,65+,2,2,1.0,5,no_bias
186,Wales,25-34,4,1,1.0,5,no_bias
187,London,55-64,1,3,1.0,5,no_bias
188,South East,25-34,4,2,1.0,5,no_bias
189,North West,55-64,4,3,1.0,5,no_bias
190,London,35-44,4,0,1.0,5,no_bias
191,South East,65+,3,4,1.0,5,no_bias
192,Midlands,55-64,4,3,1.0,5,no_bias
193,London,55-64,4,4,1.0,5,no_bias
194,South East,55-64,1,0,1.0,5,no_bias
195,South East,25-34,1,0,1.0,5,no_bias
196,South East,65+,1,1,1.0,5,no_bias
197,Midlands,35-44,4,4,1.0,5,no_bias
198,Scotland,35-44,4,3,1.0,5,no_bias
199,Midlands,55-64,4,3,1.0,5,no_bias
200,Midlands,45-54,0,0,1.0,5,no_bias
