respondent_id,region,age_band,true_choice,reported_choice,epsilon,k,scenario
54,Midlands,25-34,3,3,1.0,5,no_bias
55,London,35-44,2,4,1.0,5,no_bias
56,North West,45-54,0,1,1.0,5,no_bias
57,South East,65+,3,3,1.0,5,no_bias
58,North West,55-64,4,1,1.0,5,no_bias
59,South East,45-54,1,1,1.0,5,no_bias
60,London,65+,4,2,1.0,5,no_bias
61,South East,35-44,3,0,1.0,5,no_bias
62,Scotland,65+,0,3,1.0,5,no_bias
63,Scotland,35-44,4,3,1.0,5,no_bias
64,North West,25-34,2,1,1.0,5,no_bias
65,North West,18-24,4,4,1.0,5,no_bias
66,London,45-54,0,0,1.0,5,no_bias
67,South East,55-64,0,3,1.0,5,no_bias
68,Scotland,65+,4,3,1.0,5,no_bias
69,London,65+,2,2,1.0,5,no_bias
70,Midlands,25-34,4,4,1.0,5,no_bias
71,South East,55-64,1,1,1.0,5,no_bias
72,Midlands,55-64,4,1,1.0,5,no_bias
73,Scotland,45-54,3,3,1.0,5,no_bias
74,South East,65+,1,1,1.0,5,no_bias
75,Midlands,18-24,4,0,1.0,5,no_bias
76,North West,65+,4,1,1.0,5,no_bias
77,Scotland,45-54,4,4,1.0,5,no_bias
78,Scotland,65+,4,4,1.0,5,no_bias
79,Wales,35-44,3,3,1.0,5,no_bias
80,London,45-54,3,2,1.0,5,no_bias
81,Wales,35-44,0,0,1.0,5,no_bias
82,North West,18-24,1,3,1.0,5,no_bias
83,Midlands,18-24,4,4,1.0,5,no_bias
84,South East,55-64,3,0,1.0,5,no_bias
85,Midlands,25-34,4,4,1.0,5,no_bias
86,South East,65+,0,1,1.0,5,no_bias
87,Midlands,25-34,4,1,1.0,5,no_bias
88,Scotland,55-64,1,1,1.0,5,no_bias
89,South East,45-54,1,1,1.0,5,no_bias
90,North West,35-44,4,4,1.0,5,no_bias
91,Midlands,45-54,4,4,1.0,5,no_bias
92,London,25-34,1,1,1.0,5,no_bias
93,North West,45-54,4,4,1.0,5,no_bias
94,Scotland,45-54,3,3,1.0,5,no_bias
95,Wales,55-64,4,2,1.0,5,no_bias
96,North West,35-44,4,4,1.0,5,no_bias
97,Scotland,35-44,4,2,1.0,5,no_bias
98,South East,45-54,4,4,1.0,5,no_bias
99,Midlands,65+,0,4,1.0,5,no_bias
100,South East,18-24,4,3,1.0,5,no_bias
101,South East,55-64,4,0,1.0,5,no_bias
102,North West,18-24,4,4,1.0,5,no_bias
103,North West,65+,0,0,1.0,5,no_bias
104,Scotland,35-44,4,3,1.0,5,no_bias
105,South East,25-34,3,3,1.0,5,no_bias
106,London,65+,2,3,1.0,5,no_bias
107,North West,55-64,1,1,1.0,5,no_bias
108,North West,35-44,4,1,1.0,5,no_bias
109,North West,35-44,0,1,1.0,5,no_bias
110,Midlands,25-34,3,3,1.0,5,no_bias
111,Midlands,35-44,4,4,1.0,5,no_bias
112,South East,65+,4,4,1.0,5,no_bias
113,Midlands,35-44,4,0,1.0,5,no_bias
114,South East,35-44,3,4,1.0,5,no_bias
115,North West,25-34,1,2,1.0,5,no_bias
116,Midlands,65+,3,3,1.0,5,no_bias
117,Wales,65+,3,1,1.0,5,no_bias
118,North West,25-34,4,1,1.0,5,no_bias
119,Midlands,35-44,4,4,1.0,5,no_bias
120,London,45-54,4,4,1.0,5,no_bias
121,North West,45-54,2,2,1.0,5,no_bias
122,South East,65+,1,1,1.0,5,no_bias
123,Wales,55-64,1,1,1.0,5,no_bias
124,Scotland,55-64,0,0,1.0,5,no_bias
125,Scotland,18-24,4,4,1.0,5,no_bias
126,South East,35-44,4,1,1.0,5,no_bias
127,South East,65+,1,3,1.0,5,no_bias
128,Midlands,25-34,4,4,1.0,5,no_bias
129,London,45-54,3,1,1.0,5,no_bias
130,London,55-64,3,0,1.0,5,no_bias
131,London,65+,4,2,1.0,5,no_bias
132,Scotland,65+,4,2,1.0,5,no_bias
133,Scotland,55-64,1,2,1.0,5,no_bias
134,Midlands,35-44,4,3,1.0,5,no_bias
135,Midlands,45-54,1,3,1.0,5,no_bias
136,Wales,45-54,1,1,1.0,5,no_bias
137,South East,55-64,4,4,1.0,5,no_bias
138,South East,65+,2,4,1.0,5,no_bias
139,North West,25-34,4,4,1.0,5,no_bias
140,Midlands,25-34,2,2,1.0,5,no_bias
141,North West,18-24,1,1,1.0,5,no_bias
142,North West,18-24,4,3,1.0,5,no_bias
143,North West,25-34,1,0,1.0,5,no_bias
144,Midlands,18-24,3,1,1.0,5,no_bias
145,North West,65+,4,1,1.0,5,no_bias
146,North West,35-44,4,2,1.0,5,no_bias
147,Scotland,55-64,1,4,1.0,5,no_bias
148,North West,65+,4,4,1.0,5,no_bias
149,Midlands,55-64,1,2,1.0,5,no_bias
150,Midlands,45-54,1,2,1.0,5,no_bias
151,Scotland,18-24,4,3,1.0,5,no_bias
152,London,65+,1,0,1.0,5,no_bias
153,London,45-54,4,4,1.0,5,no_bias
154,Wales,25-34,1,1,1.0,5,no_bias
155,London,45-54,3,3,1.0,5,no_bias
156,Midlands,45-54,3,1,1.0,5,no_bias
157,Midlands,45-54,4,3,1.0,5,no_bias
158,Midlands,65+,4,1,1.0,5,no_bias
159,North West,25-34,4,0,1.0,5,no_bias
160,North West,55-64,2,2,1.0,5,no_bias
161,South East,65+,2,2,1.0,5,no_bias
162,London,25-34,0,0,1.0,5,no_bias
163,Midlands,35-44,4,4,1.0,5,no_bias
164,North West,45-54,1,4,1.0,5,no_bias
165,Midlands,35-44,4,0,1.0,5,no_bias
166,North West,65+,4,1,1.0,5,no_bias
167,Scotland,35-44,4,2,1.0,5,no_bias
168,North West,18-24,4,4,1.0,5,no_bias
169,London,35-44,4,3,1.0,5,no_bias
170,London,45-54,1,1,1.0,5,no_bias
171,South East,55-64,1,1,1.0,5,no_bias
172,North West,45-54,1,1,1.0,5,no_bias
173,London,65+,1,1,1.0,5,no_bias
174,London,25-34,4,4,1.0,5,no_bias
175,Wales,35-44,1,1,1.0,5,no_bias
176,North West,35-44,0,0,1.0,5,no_bias
177,South East,65+,3,3,1.0,5,no_bias
178,South East,25-34,1,4,1.0,5,no_bias
179,London,55-64,1,1,1.0,5,no_bias
180,London,18-24,1,1,1.0,5,no_bias
181,Midlands,25-34,4,3,1.0,5,no_bias
182,South East,45-54,1,3,1.0,5,no_bias
183,London,25-34,2,2,1.0,5,no_bias
184,North West,18-24,4,4,1.0,5,no_bias
185,Wales,65+,2,2,1.0,5,no_bias
186,Wales,25-34,4,1,1.0,5,no_bias
187,London,55-64,1,3,1.0,5,no_bias
188,South East,25-34,4,2,1.0,5,no_bias
189,North West,55-64,4,3,1.0,5,no_bias
190,London,35-44,4,0,1.0,5,no_bias
191,South East,65+,3,4,1.0,5,no_bias
192,Midlands,55-64,4,3,1.0,5,no_bias
193,London,55-64,4,4,1.0,5,no_bias
194,South East,55-64,1,0,1.0,5,no_bias
195,South East,25-34,1,0,1.0,5,no_bias
196,South East,65+,1,1,1.0,5,no_bias
197,Midlands,35-44,4,4,1.0,5,no_bias
198,Scotland,35-44,4,3,1.0,5,no_bias
199,Midlands,55-64,4,3,1.0,5,no_bias
200,Midlands,45-54,0,0,1.0,5,no_bias
201,London,45-54,1,1,1.0,5,no_bias
202,London,35-44,1,3,1.0,5,no_bias
203,North West,25-34,4,4,1.0,5,no_bias
204,London,25-34,4,2,1.0,5,no_bias
205,Midlands,35-44,0,1,1.0,5,no_bias
206,North West,65+,4,2,1.0,5,no_bias
207,Wales,25-34,3,2,1.0,5,no_bias
208,North West,45-54,1,2,1.0,5,no_bias
209,Midlands,65+,4,2,1.0,5,no_bias
210,London,45-54,1,2,1.0,5,no_bias
211,South East,35-44,4,4,1.0,5,no_bias
212,Midlands,55-64,2,4,1.0,5,no_bias
213,North West,65+,4,0,1.0,5,no_bias
214,London,55-64,4,0,1.0,5,no_bias
215,South East,55-64,1,3,1.0,5,no_bias
216,South East,18-24,2,3,1.0,5,no_bias
217,South East,25-34,4,0,1.0,5,no_bias
218,Midlands,65+,4,4,1.0,5,no_bias
219,London,65+,3,1,1.0,5,no_bias
220,Midlands,35-44,4,4,1.0,5,no_bias
221,North West,55-64,1,1,1.0,5,no_bias
222,North West,35-44,2,2,1.0,5,no_bias
223,London,55-64,4,4,1.0,5,no_bias
224,Midlands,55-64,1,4,1.0,5,no_bias
225,Midlands,35-44,4,2,1.0,5,no_bias
226,South East,35-44,1,4,1.0,5,no_bias
227,Wales,65+,1,0,1.0,5,no_bias
228,South East,55-64,1,4,1.0,5,no_bias
229,Scotland,45-54,1,2,1.0,5,no_bias
230,South East,25-34,1,1,1.0,5,no_bias
231,North West,65+,4,1,1.0,5,no_bias
232,London,45-54,1,4,1.0,5,no_bias
233,Wales,65+,4,3,1.0,5,no_bias
234,Midlands,65+,2,4,1.0,5,no_bias
235,Midlands,65+,4,1,1.0,5,no_bias
236,Wales,45-54,0,1,1.0,5,no_bias
237,South East,55-64,1,3,1.0,5,no_bias
238,North West,45-54,4,1,1.0,5,no_bias
239,North West,45-54,1,0,1.0,5,no_bias
240,Midlands,55-64,1,2,1.0,5,no_bias
241,Scotland,45-54,1,2,1.0,5,no_bias
242,South East,65+,4,0,1.0,5,no_bias
243,North West,45-54,1,3,1.0,5,no_bias
244,London,25-34,0,2,1.0,5,no_bias
245,Scotland,35-44,0,0,1.0,5,no_bias
246,North West,18-24,4,4,1.0,5,no_bias
247,South East,25-34,2,4,1.0,5,no_bias
248,Midlands,25-34,4,1,1.0,5,no_bias
249,Scotland,35-44,4,4,1.0,5,no_bias
250,London,45-54,1,3,1.0,5,no_bias
251,South East,45-54,3,4,1.0,5,no_bias
252,South East,65+,3,1,1.0,5,no_bias
253,North West,45-54,2,1,1.0,5,no_bias
254,North West,55-64,1,1,1.0,5,no_bias
255,Midlands,55-64,1,1,1.0,5,no_bias
256,North West,65+,4,2,1.0,5,no_bias
257,South East,55-64,1,1,1.0,5,no_bias
258,London,45-54,0,4,1.0,5,no_bias
259,London,55-64,2,0,1.0,5,no_bias
260,North West,65+,1,1,1.0,5,no_bias
261,Wales,65+,1,1,1.0,5,no_bias
262,Scotland,55-64,4,4,1.0,5,no_bias
263,Scotland,35-44,3,1,1.0,5,no_bias
264,London,25-34,3,3,1.0,5,no_bias
265,Midlands,45-54,0,0,1.0,5,no_bias
266,Scotland,45-54,0,4,1.0,5,no_bias
267,North West,25-34,1,2,1.0,5,no_bias
268,Midlands,25-34,4,4,1.0,5,no_bias
269,Midlands,65+,4,4,1.0,5,no_bias
270,South East,65+,0,3,1.0,5,no_bias
271,London,55-64,2,2,1.0,5,no_bias
272,North West,18-24,4,3,1.0,5,no_bias
273,London,35-44,1,0,1.0,5,no_bias
274,South East,35-44,4,4,1.0,5,no_bias
275,North West,65+,4,0,1.0,5,no_bias
276,Wales,55-64,4,2,1.0,5,no_bias
277,North West,25-34,4,1,1.0,5,no_bias
278,Scotland,25-34,3,1,1.0,5,no_bias
279,North West,65+,1,0,1.0,5,no_bias
280,Midlands,45-54,3,1,1.0,5,no_bias
281,Midlands,45-54,3,2,1.0,5,no_bias
282,North West,18-24,4,2,1.0,5,no_bias
283,Wales,35-44,1,2,1.0,5,no_bias
284,London,55-64,3,3,1.0,5,no_bias
285,South East,35-44,1,1,1.0,5,no_bias
286,London,65+,2,2,1.0,5,no_bias
287,Midlands,25-34,4,4,1.0,5,no_bias
288,North West,35-44,4,2,1.0,5,no_bias
289,Midlands,65+,3,3,1.0,5,no_bias
290,Scotland,55-64,0,0,1.0,5,no_bias
291,North West,55-64,0,3,1.0,5,no_bias
292,Midlands,45-54,1,1,1.0,5,no_bias
293,Midlands,55-64,1,2,1.0,5,no_bias
294,Midlands,45-54,0,4,1.0,5,no_bias
295,South East,35-44,4,2,1.0,5,no_bias
296,Midlands,45-54,3,3,1.0,5,no_bias
297,North West,25-34,4,4,1.0,5,no_bias
298,South East,35-44,4,3,1.0,5,no_bias
299,South East,55-64,0,2,1.0,5,no_bias
300,South East,18-24,2,4,1.0,5,no_bias
301,London,18-24,3,1,1.0,5,no_bias
302,Wales,35-44,4,4,1.0,5,no_bias
303,South East,25-34,0,2,1.0,5,no_bias
304,Midlands,55-64,4,0,1.0,5,no_bias
305,North West,25-34,4,4,1.0,5,no_bias
306,South East,65+,2,2,1.0,5,no_bias
307,Scotland,45-54,0,1,1.0,5,no_bias
308,South East,45-54,1,4,1.0,5,no_bias
309,Wales,55-64,1,0,1.0,5,no_bias
310,London,65+,4,4,1.0,5,no_bias
311,South East,65+,2,2,1.0,5,no_bias
312,South East,55-64,1,1,1.0,5,no_bias
313,Midlands,35-44,4,1,1.0,5,no_bias
314,Midlands,35-44,4,4,1.0,5,no_bias
315,South East,25-34,4,4,1.0,5,no_bias
316,Scotland,45-54,2,0,1.0,5,no_bias
317,North West,45-54,4,4,1.0,5,no_bias
318,London,65+,1,1,1.0,5,no_bias
319,South East,18-24,3,0,1.0,5,no_bias
320,London,35-44,4,4,1.0,5,no_bias
321,London,25-34,0,3,1.0,5,no_bias
322,Wales,45-54,1,1,1.0,5,no_bias
323,Midlands,65+,4,4,1.0,5,no_bias
324,North West,25-34,4,0,1.0,5,no_bias
325,Midlands,55-64,2,3,1.0,5,no_bias
326,London,25-34,4,3,1.0,5,no_bias
327,Midlands,25-34,4,2,1.0,5,no_bias
328,Midlands,65+,4,4,1.0,5,no_bias
329,North West,25-34,4,2,1.0,5,no_bias
330,Midlands,18-24,4,0,1.0,5,no_bias
331,North West,35-44,1,1,1.0,5,no_bias
332,South East,18-24,4,4,1.0,5,no_bias
333,North West,35-44,4,1,1.0,5,no_bias
334,South East,65+,3,3,1.0,5,no_bias
335,North West,18-24,4,4,1.0,5,no_bias
336,Scotland,55-64,1,2,1.0,5,no_bias
337,Wales,45-54,1,1,1.0,5,no_bias
338,North West,18-24,4,4,1.0,5,no_bias
339,Midlands,25-34,4,0,1.0,5,no_bias
340,Wales,65+,3,2,1.0,5,no_bias
341,North West,25-34,4,4,1.0,5,no_bias
342,North West,65+,4,0,1.0,5,no_bias
343,North West,25-34,1,3,1.0,5,no_bias
344,London,35-44,0,1,1.0,5,no_bias
345,Wales,45-54,3,4,1.0,5,no_bias
346,Midlands,65+,4,4,1.0,5,no_bias
347,Scotland,45-54,1,1,1.0,5,no_bias
348,Scotland,18-24,0,1,1.0,5,no_bias
349,Wales,65+,1,1,1.0,5,no_bias
350,South East,45-54,1,1,1.0,5,no_bias
351,Midlands,55-64,4,4,1.0,5,no_bias
352,Midlands,55-64,0,0,1.0,5,no_bias
353,London,35-44,4,1,1.0,5,no_bias
354,Scotland,55-64,3,4,1.0,5,no_bias
355,North West,55-64,4,1,1.0,5,no_bias
356,London,55-64,1,1,1.0,5,no_bias
357,London,18-24,2,0,1.0,5,no_bias
358,Scotland,45-54,4,3,1.0,5,no_bias
359,South East,55-64,3,3,1.0,5,no_bias
360,North West,45-54,1,1,1.0,5,no_bias
361,London,45-54,4,2,1.0,5,no_bias
362,Midlands,65+,1,1,1.0,5,no_bias
363,North West,35-44,4,4,1.0,5,no_bias
364,London,45-54,1,3,1.0,5,no_bias
365,Wales,35-44,4,4,1.0,5,no_bias
366,North West,65+,1,2,1.0,5,no_bias
367,South East,35-44,4,3,1.0,5,no_bias
368,London,35-44,4,4,1.0,5,no_bias
369,London,35-44,4,4,1.0,5,no_bias
370,London,18-24,4,3,1.0,5,no_bias
371,Midlands,55-64,3,0,1.0,5,no_bias
372,Midlands,18-24,4,1,1.0,5,no_bias
373,North West,35-44,4,2,1.0,5,no_bias
374,Midlands,35-44,3,0,1.0,5,no_bias
375,Midlands,65+,4,0,1.0,5,no_bias
376,South East,45-54,1,0,1.0,5,no_bias
377,London,35-44,0,2,1.0,5,no_bias
378,South East,18-24,3,2,1.0,5,no_bias
379,South East,45-54,4,0,1.0,5,no_bias
380,Midlands,25-34,4,3,1.0,5,no_bias
381,Midlands,65+,4,4,1.0,5,no_bias
382,Midlands,18-24,4,1,1.0,5,no_bias
383,Wales,65+,0,4,1.0,5,no_bias
384,Wales,45-54,1,1,1.0,5,no_bias
385,North West,65+,1,1,1.0,5,no_bias
386,Midlands,18-24,4,4,1.0,5,no_bias
387,Wales,18-24,2,2,1.0,5,no_bias
388,North West,18-24,1,0,1.0,5,no_bias
389,South East,25-34,4,3,1.0,5,no_bias
390,Wales,25-34,4,4,1.0,5,no_bias
391,Wales,55-64,4,4,1.0,5,no_bias
392,Midlands,65+,3,3,1.0,5,no_bias
393,Midlands,18-24,3,3,1.0,5,no_bias
394,South East,55-64,3,3,1.0,5,no_bias
395,Wales,25-34,2,1,1.0,5,no_bias
396,North West,45-54,1,0,1.0,5,no_bias
397,Scotland,55-64,2,2,1.0,5,no_bias
398,North West,35-44,4,0,1.0,5,no_bias
399,South East,55-64,1,0,1.0,5,no_bias
400,Midlands,55-64,4,1,1.0,5,no_bias
401,Scotland,45-54,0,0,1.0,5,no_bias
402,North West,65+,1,3,1.0,5,no_bias
403,London,45-54,1,1,1.0,5,no_bias
404,London,55-64,1,1,1.0,5,no_bias
405,Midlands,45-54,4,0,1.0,5,no_bias
406,Scotland,45-54,3,1,1.0,5,no_bias
407,London,45-54,1,3,1.0,5,no_bias
408,South East,55-64,4,3,1.0,5,no_bias
409,Scotland,65+,4,4,1.0,5,no_bias
410,Scotland,35-44,4,1,1.0,5,no_bias
411,North West,45-54,1,0,1.0,5,no_bias
412,Midlands,65+,4,4,1.0,5,no_bias
413,Midlands,45-54,1,1,1.0,5,no_bias
414,South East,35-44,1,0,1.0,5,no_bias
415,South East,55-64,1,2,1.0,5,no_bias
416,Midlands,35-44,4,4,1.0,5,no_bias
417,London,65+,2,2,1.0,5,no_bias
418,South East,35-44,4,4,1.0,5,no_bias
419,Midlands,45-54,3,2,1.0,5,no_bias
420,Wales,45-54,2,1,1.0,5,no_bias
421,Midlands,45-54,2,4,1.0,5,no_bias
422,North West,65+,2,2,1.0,5,no_bias
423,North West,55-64,1,4,1.0,5,no_bias
424,London,25-34,1,3,1.0,5,no_bias
425,North West,45-54,4,3,1.0,5,no_bias
426,South East,25-34,4,2,1.0,5,no_bias
427,North West,18-24,3,3,1.0,5,no_bias
428,Scotland,65+,3,3,1.0,5,no_bias
429,Midlands,55-64,0,3,1.0,5,no_bias
430,North West,18-24,4,1,1.0,5,no_bias
431,Midlands,65+,4,3,1.0,5,no_bias
432,Midlands,65+,4,1,1.0,5,no_bias
433,South East,45-54,1,2,1.0,5,no_bias
434,Midlands,65+,4,4,1.0,5,no_bias
435,Midlands,55-64,1,1,1.0,5,no_bias
436,Scotland,18-24,0,2,1.0,5,no_bias
437,Midlands,25-34,4,4,1.0,5,no_bias
438,South East,25-34,1,1,1.0,5,no_bias
439,Wales,35-44,3,4,1.0,5,no_bias
440,South East,35-44,0,3,1.0,5,no_bias
441,Midlands,45-54,4,4,1.0,5,no_bias
442,South East,35-44,4,4,1.0,5,no_bias
443,London,25-34,0,2,1.0,5,no_bias
444,Midlands,55-64,1,1,1.0,5,no_bias
445,Wales,55-64,2,2,1.0,5,no_bias
446,Midlands,45-54,3,3,1.0,5,no_bias
447,London,45-54,3,3,1.0,5,no_bias
448,Wales,45-54,1,1,1.0,5,no_bias
449,Midlands,65+,2,0,1.0,5,no_bias
450,South East,18-24,0,1,1.0,5,no_bias
451,North West,45-54,4,1,1.0,5,no_bias
452,North West,18-24,0,1,1.0,5,no_bias
453,London,45-54,1,2,1.0,5,no_bias
454,North West,35-44,4,0,1.0,5,no_bias
455,North West,25-34,0,0,1.0,5,no_bias
456,Midlands,25-34,1,3,1.0,5,no_bias
457,Midlands,18-24,4,1,1.0,5,no_bias
458,Scotland,25-34,4,4,1.0,5,no_bias
459,South East,25-34,1,1,1.0,5,no_bias
460,Scotland,35-44,4,4,1.0,5,no_bias
461,London,35-44,4,4,1.0,5,no_bias
462,Midlands,55-64,4,2,1.0,5,no_bias
463,London,25-34,1,1,1.0,5,no_bias
464,South East,55-64,0,4,1.0,5,no_bias
465,London,65+,3,3,1.0,5,no_bias
466,South East,55-64,1,0,1.0,5,no_bias
467,London,55-64,4,4,1.0,5,no_bias
468,Midlands,45-54,1,3,1.0,5,no_bias
469,Midlands,45-54,4,4,1.0,5,no_bias
470,Midlands,25-34,4,1,1.0,5,no_bias
471,Midlands,45-54,4,2,1.0,5,no_bias
472,South East,45-54,3,4,1.0,5,no_bias
473,Midlands,25-34,4,0,1.0,5,no_bias
474,South East,65+,1,1,1.0,5,no_bias
475,South East,45-54,0,1,1.0,5,no_bias
476,North West,25-34,1,1,1.0,5,no_bias
477,Midlands,18-24,3,0,1.0,5,no_bias
478,South East,35-44,4,3,1.0,5,no_bias
479,Wales,55-64,3,3,1.0,5,no_bias
480,Scotland,65+,1,1,1.0,5,no_bias
481,London,18-24,1,0,1.0,5,no_bias
482,South East,18-24,1,0,1.0,5,no_bias
483,Wales,65+,1,0,1.0,5,no_bias
484,South East,65+,0,2,1.0,5,no_bias
485,North West,35-44,4,4,1.0,5,no_bias
486,London,55-64,1,0,1.0,5,no_bias
487,London,35-44,4,2,1.0,5,no_bias
488,South East,55-64,0,4,1.0,5,no_bias
489,Scotland,45-54,2,4,1.0,5,no_bias
490,Midlands,65+,3,3,1.0,5,no_bias
491,North West,25-34,1,3,1.0,5,no_bias
492,Midlands,65+,2,1,1.0,5,no_bias
493,Midlands,25-34,2,4,1.0,5,no_bias
494,Wales,18-24,2,4,1.0,5,no_bias
495,Midlands,65+,4,4,1.0,5,no_bias
496,Scotland,55-64,1,4,1.0,5,no_bias
497,Wales,35-44,4,4,1.0,5,no_bias
498,Scotland,55-64,3,0,1.0,5,no_bias
499,South East,45-54,1,4,1.0,5,no_bias
500,North West,35-44,0,2,1.0,5,no_bias
501,Midlands,65+,4,0,1.0,5,no_bias
502,South East,18-24,4,4,1.0,5,no_bias
503,South East,45-54,0,3,1.0,5,no_bias
504,South East,45-54,1,3,1.0,5,no_bias
505,Midlands,65+,4,0,1.0,5,no_bias
506,South East,65+,4,0,1.0,5,no_bias
507,North West,65+,1,4,1.0,5,no_bias
508,North West,25-34,4,3,1.0,5,no_bias
509,South East,18-24,4,1,1.0,5,no_bias
510,London,35-44,0,0,1.0,5,no_bias
511,Midlands,55-64,2,3,1.0,5,no_bias
512,Midlands,55-64,1,3,1.0,5,no_bias
513,Scotland,55-64,1,3,1.0,5,no_bias
514,London,45-54,1,4,1.0,5,no_bias
515,London,65+,4,4,1.0,5,no_bias
516,North West,65+,1,1,1.0,5,no_bias
517,South East,25-34,4,3,1.0,5,no_bias
518,North West,65+,3,3,1.0,5,no_bias
519,Wales,18-24,2,2,1.0,5,no_bias
520,Midlands,65+,1,1,1.0,5,no_bias
521,Midlands,55-64,1,3,1.0,5,no_bias
522,London,55-64,1,2,1.0,5,no_bias
523,Midlands,65+,4,4,1.0,5,no_bias
524,South East,55-64,1,1,1.0,5,no_bias
525,North West,35-44,0,3,1.0,5,no_bias
526,Midlands,65+,4,4,1.0,5,no_bias
527,London,55-64,1,2,1.0,5,no_bias
528,Midlands,35-44,4,4,1.0,5,no_bias
529,South East,55-64,1,3,1.0,5,no_bias
530,London,35-44,1,3,1.0,5,no_bias
531,North West,25-34,1,4,1.0,5,no_bias
532,Midlands,65+,3,3,1.0,5,no_bias
533,Midlands,65+,4,3,1.0,5,no_bias
534,Midlands,18-24,4,4,1.0,5,no_bias
535,London,18-24,1,1,1.0,5,no_bias
536,Midlands,55-64,1,0,1.0,5,no_bias
537,South East,45-54,1,0,1.0,5,no_bias
538,Scotland,18-24,1,0,1.0,5,no_bias
539,Midlands,35-44,4,0,1.0,5,no_bias
540,Midlands,35-44,4,3,1.0,5,no_bias
541,North West,18-24,4,1,1.0,5,no_bias
542,Midlands,18-24,4,3,1.0,5,no_bias
543,London,25-34,4,0,1.0,5,no_bias
544,London,25-34,4,4,1.0,5,no_bias
545,Wales,65+,4,0,1.0,5,no_bias
546,North West,25-34,4,4,1.0,5,no_bias
547,South East,25-34,2,0,1.0,5,no_bias
548,North West,55-64,0,4,1.0,5,no_bias
549,South East,45-54,1,0,1.0,5,no_bias
550,South East,35-44,0,3,1.0,5,no_bias
551,South East,25-34,3,3,1.0,5,no_bias
552,Wales,35-44,4,1,1.0,5,no_bias
553,Wales,18-24,1,0,1.0,5,no_bias
554,North West,45-54,1,1,1.0,5,no_bias
555,Midlands,45-54,1,3,1.0,5,no_bias
556,North West,65+,1,2,1.0,5,no_bias
557,Midlands,35-44,4,4,1.0,5,no_bias
558,Midlands,35-44,4,4,1.0,5,no_bias
559,Scotland,35-44,4,4,1.0,5,no_bias
560,London,55-64,1,1,1.0,5,no_bias
561,Midlands,25-34,4,3,1.0,5,no_bias
562,North West,65+,4,2,1.0,5,no_bias
563,London,35-44,3,3,1.0,5,no_bias
564,London,25-34,1,4,1.0,5,no_bias
565,Wales,35-44,1,1,1.0,5,no_bias
566,London,45-54,3,4,1.0,5,no_bias
567,London,45-54,4,3,1.0,5,no_bias
568,North West,25-34,4,4,1.0,5,no_bias
569,Midlands,55-64,2,2,1.0,5,no_bias
570,London,25-34,1,0,1.0,5,no_bias
571,London,35-44,4,2,1.0,5,no_bias
