respondent_id,region,age_band,true_choice,stated_choice,reported_choice,epsilon,k,scenario,shy_category,honesty
43,Scotland,65+,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
44,Wales,55-64,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
45,London,45-54,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
46,South East,18-24,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
47,South East,25-34,0,0,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
48,Midlands,35-44,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
49,Midlands,35-44,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
50,South East,55-64,0,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
51,South East,35-44,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
52,North West,55-64,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
53,South East,65+,0,0,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
54,North West,45-54,0,0,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
55,South East,65+,3,3,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
56,North West,55-64,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
57,South East,45-54,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
58,London,65+,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
59,South East,35-44,3,3,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
60,Scotland,65+,0,0,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
61,Scotland,35-44,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
62,North West,25-34,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
63,North West,18-24,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
64,London,45-54,0,0,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
65,South East,55-64,0,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
66,London,65+,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
67,Midlands,25-34,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
68,South East,55-64,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
69,Midlands,55-64,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
70,Scotland,45-54,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
71,South East,65+,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
72,Midlands,18-24,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
73,North West,65+,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
74,Scotland,45-54,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
75,Scotland,65+,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
76,Wales,35-44,3,3,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
77,London,45-54,3,3,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
78,Wales,35-44,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
79,North West,18-24,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
80,Midlands,18-24,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
81,South East,55-64,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
82,Midlands,25-34,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
83,South East,65+,0,0,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
84,Midlands,18-24,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
85,South East,55-64,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
86,Midlands,25-34,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
87,Midlands,25-34,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
88,North West,45-54,0,0,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
89,London,55-64,3,3,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
90,Scotland,65+,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
91,North West,45-54,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
92,Scotland,35-44,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
93,North West,25-34,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
94,Scotland,55-64,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
95,Scotland,35-44,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
96,London,18-24,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
97,North West,65+,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
98,Scotland,35-44,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
99,Wales,65+,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
100,London,45-54,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
101,North West,35-44,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
102,Midlands,45-54,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
103,South East,65+,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
104,Midlands,35-44,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
105,Scotland,65+,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
106,London,45-54,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
107,South East,55-64,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
108,Scotland,55-64,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
109,North West,55-64,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
110,Scotland,35-44,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
111,Midlands,45-54,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
112,South East,65+,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
113,South East,45-54,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
114,North West,35-44,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
115,Wales,25-34,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
116,Wales,55-64,0,0,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
117,Wales,65+,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
118,Midlands,65+,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
119,South East,25-34,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
120,South East,35-44,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
121,London,35-44,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
122,Scotland,45-54,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
123,Wales,55-64,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
124,London,65+,2,2,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
125,Wales,55-64,0,0,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
126,North West,35-44,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
127,North West,35-44,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
128,Wales,25-34,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
129,Wales,65+,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
130,Midlands,18-24,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
131,South East,55-64,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
132,South East,35-44,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
133,Midlands,25-34,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
134,Wales,25-34,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
135,Midlands,25-34,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
136,North West,45-54,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
137,South East,25-34,3,3,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
138,London,65+,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
139,North West,25-34,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
140,South East,65+,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
141,South East,35-44,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
142,North West,45-54,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
143,Wales,55-64,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
144,Midlands,25-34,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
145,North West,25-34,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
146,London,55-64,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
147,South East,25-34,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
148,North West,55-64,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
149,London,45-54,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
150,North West,65+,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
151,South East,45-54,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
152,North West,45-54,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
153,North West,18-24,3,3,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
154,Scotland,18-24,3,3,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
155,Scotland,18-24,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
156,North West,35-44,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
157,Midlands,65+,3,3,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
158,Midlands,18-24,0,0,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
159,London,25-34,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
160,Scotland,18-24,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
161,Midlands,18-24,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
162,Scotland,35-44,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
163,North West,18-24,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
164,Wales,55-64,2,2,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
165,Wales,45-54,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
166,North West,65+,0,0,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
167,South East,25-34,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
168,London,55-64,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
169,South East,65+,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
170,South East,25-34,0,0,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
171,Wales,45-54,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
172,South East,35-44,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
173,London,25-34,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
174,North West,35-44,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
175,South East,55-64,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
176,London,65+,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
177,Midlands,25-34,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
178,South East,45-54,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
179,London,25-34,2,2,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
180,North West,18-24,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
181,Wales,65+,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
182,Wales,25-34,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
183,London,55-64,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
184,South East,25-34,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
185,North West,55-64,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
186,London,35-44,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
187,South East,65+,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
188,Midlands,55-64,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
189,London,55-64,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
190,South East,55-64,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
191,South East,25-34,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
192,South East,65+,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
193,Midlands,35-44,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
194,Scotland,35-44,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
195,Midlands,55-64,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
196,Midlands,45-54,0,0,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
197,London,45-54,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
198,London,35-44,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
199,North West,25-34,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
200,London,25-34,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
201,Midlands,35-44,0,0,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
202,North West,65+,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
203,Wales,25-34,3,3,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
204,North West,45-54,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
205,Midlands,65+,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
206,London,45-54,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
207,South East,35-44,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
208,Midlands,55-64,2,2,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
209,North West,65+,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
210,London,55-64,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
211,South East,55-64,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
212,South East,18-24,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
213,South East,25-34,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
214,Midlands,65+,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
215,London,65+,3,3,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
216,Midlands,35-44,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
217,North West,55-64,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
218,North West,35-44,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
219,London,55-64,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
220,Midlands,55-64,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
221,Midlands,35-44,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
222,South East,35-44,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
223,Wales,65+,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
224,South East,55-64,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
225,Scotland,45-54,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
226,South East,25-34,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
227,North West,65+,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
228,London,45-54,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
229,Wales,65+,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
230,Midlands,65+,2,2,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
231,Midlands,65+,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
232,Wales,45-54,0,0,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
233,South East,55-64,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
234,North West,45-54,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
235,North West,45-54,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
236,Midlands,55-64,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
237,Scotland,45-54,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
238,South East,65+,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
239,North West,45-54,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
240,London,25-34,0,0,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
241,Scotland,35-44,0,0,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
242,North West,18-24,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
243,South East,25-34,2,2,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
244,Midlands,25-34,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
245,Scotland,35-44,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
246,London,45-54,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
247,South East,45-54,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
248,South East,65+,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
249,North West,45-54,2,2,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
250,North West,55-64,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
251,Midlands,55-64,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
252,North West,65+,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
253,South East,55-64,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
254,London,45-54,0,0,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
255,London,55-64,2,2,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
256,North West,65+,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
257,Wales,65+,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
258,Scotland,55-64,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
259,Scotland,35-44,3,3,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
260,London,25-34,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
261,Midlands,45-54,0,0,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
262,Scotland,45-54,0,0,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
263,North West,25-34,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
264,Midlands,25-34,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
265,Midlands,65+,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
266,South East,65+,0,0,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
267,North West,18-24,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
268,North West,35-44,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
269,South East,35-44,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
270,Scotland,18-24,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
271,North West,55-64,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
272,Scotland,65+,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
273,Midlands,45-54,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
274,Midlands,55-64,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
275,London,65+,3,3,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
276,Midlands,45-54,3,3,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
277,Midlands,45-54,3,3,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
278,North West,18-24,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
279,South East,25-34,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
280,North West,45-54,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
281,South East,45-54,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
282,Midlands,35-44,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
283,Wales,55-64,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
284,Midlands,65+,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
285,South East,45-54,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
286,London,45-54,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
287,London,55-64,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
288,South East,25-34,3,3,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
289,South East,18-24,3,3,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
290,London,25-34,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
291,North West,55-64,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
292,Midlands,45-54,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
293,Midlands,55-64,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
294,Scotland,55-64,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
295,London,25-34,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
296,Midlands,25-34,0,0,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
297,Midlands,55-64,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
298,Midlands,65+,2,2,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
299,London,35-44,4,4,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
300,North West,35-44,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
301,Midlands,65+,3,3,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
302,Midlands,18-24,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
303,London,25-34,1,1,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
304,South East,45-54,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
305,Midlands,45-54,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
306,Scotland,35-44,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
307,Midlands,18-24,3,3,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
308,London,65+,2,2,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
309,Midlands,55-64,3,3,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
310,South East,65+,1,1,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
311,Scotland,45-54,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
312,Midlands,65+,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
313,Scotland,65+,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
314,London,55-64,1,1,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
315,Midlands,65+,1,1,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
316,North West,45-54,0,0,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
317,London,25-34,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
318,South East,65+,3,3,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
319,Midlands,45-54,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
320,Wales,25-34,2,2,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
321,South East,55-64,0,0,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
322,Midlands,25-34,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
323,Midlands,65+,4,4,3,0.5,5,shy_privacy_helps,0,0.6990694189657792
324,North West,25-34,4,4,2,0.5,5,shy_privacy_helps,0,0.6990694189657792
325,Midlands,18-24,4,4,4,0.5,5,shy_privacy_helps,0,0.6990694189657792
326,North West,35-44,1,1,1,0.5,5,shy_privacy_helps,0,0.6990694189657792
327,South East,18-24,4,4,0,0.5,5,shy_privacy_helps,0,0.6990694189657792
