respondent_id,region,age_band,true_choice,reported_choice,epsilon,k,scenario
76,Midlands,18-24,0,0,1.0,5,nonresponse
77,North West,45-54,1,4,1.0,5,nonresponse
78,Wales,55-64,4,4,1.0,5,nonresponse
79,London,45-54,1,3,1.0,5,nonresponse
80,South East,65+,1,1,1.0,5,nonresponse
81,Wales,35-44,4,0,1.0,5,nonresponse
82,London,25-34,4,0,1.0,5,nonresponse
83,South East,25-34,1,2,1.0,5,nonresponse
84,London,65+,1,1,1.0,5,nonresponse
85,Midlands,25-34,3,3,1.0,5,nonresponse
86,Midlands,55-64,3,3,1.0,5,nonresponse
87,Wales,65+,4,3,1.0,5,nonresponse
88,Scotland,65+,3,4,1.0,5,nonresponse
89,London,35-44,3,3,1.0,5,nonresponse
90,North West,25-34,4,0,1.0,5,nonresponse
91,South East,55-64,1,4,1.0,5,nonresponse
92,South East,55-64,1,4,1.0,5,nonresponse
93,Scotland,35-44,4,4,1.0,5,nonresponse
94,North West,18-24,0,0,1.0,5,nonresponse
95,London,45-54,0,1,1.0,5,nonresponse
96,London,55-64,4,2,1.0,5,nonresponse
97,London,25-34,2,0,1.0,5,nonresponse
98,North West,35-44,4,4,1.0,5,nonresponse
99,London,45-54,1,1,1.0,5,nonresponse
100,North West,18-24,1,1,1.0,5,nonresponse
101,South East,55-64,1,1,1.0,5,nonresponse
102,Midlands,18-24,4,3,1.0,5,nonresponse
103,Midlands,35-44,4,4,1.0,5,nonresponse
104,South East,45-54,3,4,1.0,5,nonresponse
105,Midlands,55-64,3,3,1.0,5,nonresponse
106,North West,25-34,1,3,1.0,5,nonresponse
107,Wales,65+,1,2,1.0,5,nonresponse
108,South East,45-54,0,2,1.0,5,nonresponse
109,North West,65+,0,0,1.0,5,nonresponse
110,Wales,18-24,1,2,1.0,5,nonresponse
111,Midlands,65+,4,4,1.0,5,nonresponse
112,London,18-24,2,2,1.0,5,nonresponse
113,North West,45-54,4,1,1.0,5,nonresponse
114,Midlands,65+,3,0,1.0,5,nonresponse
115,Scotland,45-54,1,3,1.0,5,nonresponse
116,South East,55-64,0,3,1.0,5,nonresponse
117,Scotland,35-44,4,1,1.0,5,nonresponse
118,Midlands,65+,4,4,1.0,5,nonresponse
119,Midlands,25-34,4,4,1.0,5,nonresponse
120,Scotland,65+,2,2,1.0,5,nonresponse
121,South East,65+,3,1,1.0,5,nonresponse
122,Midlands,25-34,3,3,1.0,5,nonresponse
123,South East,55-64,0,1,1.0,5,nonresponse
124,London,45-54,2,1,1.0,5,nonresponse
125,North West,65+,4,4,1.0,5,nonresponse
126,South East,65+,3,4,1.0,5,nonresponse
127,Midlands,45-54,4,3,1.0,5,nonresponse
128,South East,35-44,3,0,1.0,5,nonresponse
129,Midlands,65+,3,2,1.0,5,nonresponse
130,London,25-34,4,0,1.0,5,nonresponse
131,London,35-44,1,0,1.0,5,nonresponse
132,Midlands,45-54,3,3,1.0,5,nonresponse
133,Wales,35-44,0,4,1.0,5,nonresponse
134,North West,45-54,1,1,1.0,5,nonresponse
135,London,65+,2,4,1.0,5,nonresponse
136,Wales,55-64,2,4,1.0,5,nonresponse
137,Midlands,65+,4,4,1.0,5,nonresponse
138,London,55-64,1,2,1.0,5,nonresponse
139,Midlands,55-64,3,3,1.0,5,nonresponse
140,London,25-34,4,3,1.0,5,nonresponse
141,Midlands,45-54,4,3,1.0,5,nonresponse
142,Midlands,55-64,4,2,1.0,5,nonresponse
143,South East,55-64,1,0,1.0,5,nonresponse
144,Midlands,25-34,4,4,1.0,5,nonresponse
145,Wales,35-44,1,2,1.0,5,nonresponse
146,London,35-44,4,3,1.0,5,nonresponse
147,North West,25-34,1,1,1.0,5,nonresponse
148,London,25-34,1,3,1.0,5,nonresponse
149,Wales,55-64,1,1,1.0,5,nonresponse
150,Scotland,35-44,3,4,1.0,5,nonresponse
151,South East,55-64,1,4,1.0,5,nonresponse
152,Midlands,55-64,3,3,1.0,5,nonresponse
153,Scotland,45-54,3,4,1.0,5,nonresponse
154,Scotland,65+,0,2,1.0,5,nonresponse
155,London,25-34,4,2,1.0,5,nonresponse
156,Midlands,45-54,4,3,1.0,5,nonresponse
157,Midlands,55-64,0,0,1.0,5,nonresponse
158,North West,25-34,4,4,1.0,5,nonresponse
159,North West,25-34,2,3,1.0,5,nonresponse
160,Midlands,35-44,3,3,1.0,5,nonresponse
161,Scotland,55-64,4,4,1.0,5,nonresponse
162,Wales,65+,3,3,1.0,5,nonresponse
163,North West,25-34,0,0,1.0,5,nonresponse
164,Scotland,25-34,4,3,1.0,5,nonresponse
165,Scotland,45-54,4,3,1.0,5,nonresponse
166,South East,55-64,1,1,1.0,5,nonresponse
167,Midlands,55-64,0,0,1.0,5,nonresponse
168,Scotland,25-34,2,4,1.0,5,nonresponse
169,London,18-24,4,3,1.0,5,nonresponse
170,North West,65+,4,4,1.0,5,nonresponse
171,North West,45-54,0,4,1.0,5,nonresponse
172,North West,65+,2,2,1.0,5,nonresponse
173,Wales,35-44,4,0,1.0,5,nonresponse
174,London,65+,4,4,1.0,5,nonresponse
175,London,35-44,0,0,1.0,5,nonresponse
176,Scotland,65+,3,3,1.0,5,nonresponse
177,North West,35-44,4,3,1.0,5,nonresponse
178,Wales,25-34,2,1,1.0,5,nonresponse
179,London,35-44,1,1,1.0,5,nonresponse
180,North West,25-34,4,3,1.0,5,nonresponse
181,Midlands,25-34,4,4,1.0,5,nonresponse
182,Midlands,45-54,3,3,1.0,5,nonresponse
183,Wales,65+,4,4,1.0,5,nonresponse
184,South East,25-34,4,4,1.0,5,nonresponse
185,Wales,18-24,3,0,1.0,5,nonresponse
186,South East,65+,4,4,1.0,5,nonresponse
187,Midlands,65+,3,0,1.0,5,nonresponse
188,South East,45-54,3,3,1.0,5,nonresponse
189,Wales,25-34,4,1,1.0,5,nonresponse
190,Midlands,55-64,4,3,1.0,5,nonresponse
191,South East,55-64,2,2,1.0,5,nonresponse
192,South East,45-54,1,2,1.0,5,nonresponse
193,London,55-64,1,2,1.0,5,nonresponse
194,North West,55-64,1,0,1.0,5,nonresponse
195,North West,45-54,2,1,1.0,5,nonresponse
196,Midlands,35-44,3,3,1.0,5,nonresponse
197,South East,35-44,2,2,1.0,5,nonresponse
198,Midlands,35-44,4,2,1.0,5,nonresponse
199,London,65+,1,1,1.0,5,nonresponse
200,Wales,45-54,2,4,1.0,5,nonresponse
201,Wales,45-54,1,1,1.0,5,nonresponse
202,South East,18-24,1,1,1.0,5,nonresponse
203,North West,18-24,4,0,1.0,5,nonresponse
204,Midlands,55-64,0,2,1.0,5,nonresponse
205,South East,45-54,2,2,1.0,5,nonresponse
206,North West,45-54,0,3,1.0,5,nonresponse
207,Scotland,18-24,2,2,1.0,5,nonresponse
208,Scotland,45-54,1,3,1.0,5,nonresponse
209,Wales,35-44,1,2,1.0,5,nonresponse
210,London,18-24,4,3,1.0,5,nonresponse
211,South East,35-44,0,1,1.0,5,nonresponse
212,North West,25-34,2,0,1.0,5,nonresponse
213,Wales,45-54,1,4,1.0,5,nonresponse
214,South East,18-24,0,0,1.0,5,nonresponse
215,North West,18-24,0,3,1.0,5,nonresponse
216,South East,55-64,3,3,1.0,5,nonresponse
217,North West,25-34,2,2,1.0,5,nonresponse
218,London,45-54,4,1,1.0,5,nonresponse
219,Scotland,25-34,1,3,1.0,5,nonresponse
220,Midlands,45-54,4,3,1.0,5,nonresponse
221,London,25-34,1,1,1.0,5,nonresponse
222,London,45-54,1,1,1.0,5,nonresponse
223,South East,55-64,1,4,1.0,5,nonresponse
224,Wales,45-54,1,3,1.0,5,nonresponse
225,Midlands,45-54,3,3,1.0,5,nonresponse
226,Midlands,55-64,4,1,1.0,5,nonresponse
227,South East,65+,1,2,1.0,5,nonresponse
228,London,35-44,1,2,1.0,5,nonresponse
229,Midlands,18-24,3,3,1.0,5,nonresponse
230,South East,25-34,1,2,1.0,5,nonresponse
231,South East,18-24,4,4,1.0,5,nonresponse
232,South East,18-24,0,1,1.0,5,nonresponse
233,North West,35-44,0,4,1.0,5,nonresponse
234,South East,45-54,4,2,1.0,5,nonresponse
235,South East,55-64,4,4,1.0,5,nonresponse
236,Midlands,55-64,3,1,1.0,5,nonresponse
237,North West,25-34,4,4,1.0,5,nonresponse
238,South East,35-44,1,1,1.0,5,nonresponse
239,Wales,18-24,3,1,1.0,5,nonresponse
240,Midlands,65+,1,0,1.0,5,nonresponse
241,North West,35-44,4,1,1.0,5,nonresponse
242,Midlands,25-34,4,4,1.0,5,nonresponse
243,South East,45-54,1,1,1.0,5,nonresponse
244,Midlands,35-44,4,0,1.0,5,nonresponse
245,North West,65+,4,1,1.0,5,nonresponse
246,North West,35-44,4,2,1.0,5,nonresponse
247,London,35-44,4,1,1.0,5,nonresponse
248,South East,55-64,1,2,1.0,5,nonresponse
249,Scotland,55-64,0,2,1.0,5,nonresponse
250,South East,45-54,4,3,1.0,5,nonresponse
251,North West,65+,1,2,1.0,5,nonresponse
252,Midlands,25-34,1,3,1.0,5,nonresponse
253,Midlands,55-64,1,4,1.0,5,nonresponse
254,Scotland,35-44,4,4,1.0,5,nonresponse
255,North West,35-44,4,2,1.0,5,nonresponse
256,North West,18-24,2,2,1.0,5,nonresponse
257,Midlands,35-44,4,1,1.0,5,nonresponse
258,South East,65+,1,1,1.0,5,nonresponse
259,North West,25-34,4,4,1.0,5,nonresponse
260,North West,25-34,4,2,1.0,5,nonresponse
261,London,18-24,3,2,1.0,5,nonresponse
262,London,65+,1,0,1.0,5,nonresponse
263,Scotland,18-24,2,2,1.0,5,nonresponse
264,Scotland,45-54,4,0,1.0,5,nonresponse
265,Midlands,18-24,0,4,1.0,5,nonresponse
266,North West,35-44,4,2,1.0,5,nonresponse
267,South East,25-34,4,4,1.0,5,nonresponse
268,London,55-64,1,1,1.0,5,nonresponse
269,South East,35-44,1,1,1.0,5,nonresponse
270,South East,55-64,1,3,1.0,5,nonresponse
271,North West,65+,3,4,1.0,5,nonresponse
272,Wales,55-64,4,2,1.0,5,nonresponse
273,Scotland,35-44,0,0,1.0,5,nonresponse
274,South East,18-24,2,3,1.0,5,nonresponse
275,London,35-44,0,3,1.0,5,nonresponse
276,South East,45-54,3,4,1.0,5,nonresponse
277,Midlands,55-64,0,4,1.0,5,nonresponse
278,South East,45-54,3,2,1.0,5,nonresponse
279,Scotland,25-34,4,3,1.0,5,nonresponse
280,London,55-64,4,3,1.0,5,nonresponse
281,North West,55-64,2,2,1.0,5,nonresponse
282,South East,25-34,0,0,1.0,5,nonresponse
283,Midlands,35-44,3,2,1.0,5,nonresponse
284,North West,25-34,1,0,1.0,5,nonresponse
285,North West,55-64,4,4,1.0,5,nonresponse
286,London,65+,4,3,1.0,5,nonresponse
287,Midlands,65+,4,3,1.0,5,nonresponse
288,London,65+,0,3,1.0,5,nonresponse
289,South East,35-44,4,4,1.0,5,nonresponse
290,London,65+,4,0,1.0,5,nonresponse
291,Midlands,18-24,4,4,1.0,5,nonresponse
292,Wales,35-44,1,1,1.0,5,nonresponse
293,North West,35-44,1,1,1.0,5,nonresponse
294,Midlands,45-54,1,4,1.0,5,nonresponse
295,London,35-44,4,4,1.0,5,nonresponse
296,Scotland,25-34,4,4,1.0,5,nonresponse
297,South East,55-64,1,2,1.0,5,nonresponse
298,Scotland,35-44,0,0,1.0,5,nonresponse
299,North West,18-24,4,4,1.0,5,nonresponse
300,London,18-24,4,3,1.0,5,nonresponse
301,South East,55-64,1,2,1.0,5,nonresponse
302,Wales,18-24,2,4,1.0,5,nonresponse
303,Midlands,35-44,4,1,1.0,5,nonresponse
304,Scotland,35-44,1,3,1.0,5,nonresponse
305,North West,45-54,1,1,1.0,5,nonresponse
306,London,45-54,1,1,1.0,5,nonresponse
307,Scotland,45-54,3,2,1.0,5,nonresponse
308,North West,35-44,4,3,1.0,5,nonresponse
309,Midlands,55-64,2,4,1.0,5,nonresponse
310,North West,45-54,1,4,1.0,5,nonresponse
311,Midlands,25-34,4,4,1.0,5,nonresponse
312,Scotland,55-64,1,3,1.0,5,nonresponse
313,South East,65+,1,3,1.0,5,nonresponse
314,London,65+,1,2,1.0,5,nonresponse
315,London,55-64,4,0,1.0,5,nonresponse
316,London,65+,3,4,1.0,5,nonresponse
317,Midlands,45-54,0,3,1.0,5,nonresponse
318,London,55-64,4,4,1.0,5,nonresponse
319,Scotland,65+,1,2,1.0,5,nonresponse
320,London,18-24,4,4,1.0,5,nonresponse
321,North West,55-64,1,0,1.0,5,nonresponse
322,London,55-64,0,0,1.0,5,nonresponse
323,Midlands,45-54,0,0,1.0,5,nonresponse
324,Midlands,25-34,3,3,1.0,5,nonresponse
325,North West,18-24,4,2,1.0,5,nonresponse
326,Midlands,35-44,4,3,1.0,5,nonresponse
327,North West,35-44,3,3,1.0,5,nonresponse
328,South East,25-34,3,3,1.0,5,nonresponse
329,Scotland,45-54,0,2,1.0,5,nonresponse
330,South East,45-54,0,4,1.0,5,nonresponse
331,Wales,45-54,1,2,1.0,5,nonresponse
332,South East,25-34,4,0,1.0,5,nonresponse
333,South East,35-44,3,4,1.0,5,nonresponse
334,Scotland,65+,4,4,1.0,5,nonresponse
335,South East,35-44,1,4,1.0,5,nonresponse
336,London,45-54,4,0,1.0,5,nonresponse
337,North West,45-54,1,3,1.0,5,nonresponse
338,Midlands,55-64,3,3,1.0,5,nonresponse
339,Wales,18-24,4,2,1.0,5,nonresponse
340,Midlands,18-24,3,0,1.0,5,nonresponse
341,London,25-34,4,1,1.0,5,nonresponse
342,Midlands,35-44,3,3,1.0,5,nonresponse
343,London,18-24,4,1,1.0,5,nonresponse
344,London,25-34,4,3,1.0,5,nonresponse
345,London,45-54,4,4,1.0,5,nonresponse
346,Scotland,35-44,4,0,1.0,5,nonresponse
347,London,25-34,1,0,1.0,5,nonresponse
348,Scotland,35-44,4,4,1.0,5,nonresponse
349,North West,18-24,4,4,1.0,5,nonresponse
350,London,35-44,4,2,1.0,5,nonresponse
351,South East,55-64,1,4,1.0,5,nonresponse
352,Scotland,18-24,1,1,1.0,5,nonresponse
353,North West,35-44,0,4,1.0,5,nonresponse
354,Wales,18-24,3,4,1.0,5,nonresponse
355,Wales,35-44,0,4,1.0,5,nonresponse
356,Wales,55-64,1,1,1.0,5,nonresponse
357,Scotland,45-54,4,1,1.0,5,nonresponse
358,Midlands,65+,4,4,1.0,5,nonresponse
359,Scotland,35-44,4,4,1.0,5,nonresponse
360,Midlands,18-24,4,4,1.0,5,nonresponse
361,Midlands,18-24,4,4,1.0,5,nonresponse
362,North West,65+,0,0,1.0,5,nonresponse
363,South East,35-44,0,2,1.0,5,nonresponse
364,Wales,25-34,1,1,1.0,5,nonresponse
365,South East,55-64,4,4,1.0,5,nonresponse
366,Wales,55-64,2,0,1.0,5,nonresponse
367,Midlands,25-34,1,1,1.0,5,nonresponse
368,London,55-64,1,4,1.0,5,nonresponse
369,London,55-64,1,2,1.0,5,nonresponse
370,Midlands,35-44,3,3,1.0,5,nonresponse
371,London,18-24,2,3,1.0,5,nonresponse
372,Midlands,35-44,4,2,1.0,5,nonresponse
373,North West,18-24,1,0,1.0,5,nonresponse
374,Midlands,25-34,4,3,1.0,5,nonresponse
375,London,55-64,0,1,1.0,5,nonresponse
376,Midlands,35-44,4,0,1.0,5,nonresponse
377,North West,65+,4,0,1.0,5,nonresponse
378,London,25-34,3,2,1.0,5,nonresponse
379,Midlands,55-64,1,2,1.0,5,nonresponse
380,South East,55-64,4,3,1.0,5,nonresponse
381,North West,35-44,4,2,1.0,5,nonresponse
382,London,25-34,0,1,1.0,5,nonresponse
383,London,18-24,4,3,1.0,5,nonresponse
384,South East,35-44,3,0,1.0,5,nonresponse
385,London,65+,4,2,1.0,5,nonresponse
386,Scotland,25-34,1,2,1.0,5,nonresponse
387,Scotland,35-44,4,2,1.0,5,nonresponse
388,South East,18-24,4,3,1.0,5,nonresponse
389,Scotland,35-44,1,1,1.0,5,nonresponse
390,Midlands,45-54,4,4,1.0,5,nonresponse
391,London,35-44,4,2,1.0,5,nonresponse
392,Midlands,35-44,4,4,1.0,5,nonresponse
393,Midlands,18-24,2,2,1.0,5,nonresponse
394,Midlands,65+,4,4,1.0,5,nonresponse
395,London,18-24,1,4,1.0,5,nonresponse
396,North West,35-44,4,4,1.0,5,nonresponse
397,London,35-44,0,3,1.0,5,nonresponse
398,London,35-44,4,4,1.0,5,nonresponse
399,South East,55-64,4,2,1.0,5,nonresponse
400,Midlands,35-44,4,4,1.0,5,nonresponse
401,Midlands,65+,3,3,1.0,5,nonresponse
402,Scotland,18-24,0,0,1.0,5,nonresponse
403,Scotland,25-34,1,1,1.0,5,nonresponse
404,London,65+,0,2,1.0,5,nonresponse
405,South East,35-44,4,0,1.0,5,nonresponse
406,South East,35-44,1,1,1.0,5,nonresponse
407,Midlands,35-44,4,2,1.0,5,nonresponse
408,London,55-64,3,4,1.0,5,nonresponse
409,Midlands,35-44,4,2,1.0,5,nonresponse
410,South East,65+,3,3,1.0,5,nonresponse
411,South East,45-54,3,2,1.0,5,nonresponse
412,North West,65+,4,4,1.0,5,nonresponse
413,Midlands,35-44,2,0,1.0,5,nonresponse
414,North West,65+,4,2,1.0,5,nonresponse
415,Wales,18-24,4,0,1.0,5,nonresponse
416,Midlands,35-44,4,1,1.0,5,nonresponse
417,South East,55-64,1,1,1.0,5,nonresponse
418,London,65+,1,0,1.0,5,nonresponse
419,North West,65+,0,0,1.0,5,nonresponse
420,South East,55-64,1,1,1.0,5,nonresponse
421,London,65+,4,4,1.0,5,nonresponse
422,South East,18-24,1,1,1.0,5,nonresponse
423,South East,35-44,1,1,1.0,5,nonresponse
424,Midlands,55-64,3,3,1.0,5,nonresponse
425,South East,45-54,1,1,1.0,5,nonresponse
426,Wales,55-64,4,0,1.0,5,nonresponse
427,North West,35-44,4,0,1.0,5,nonresponse
428,Scotland,55-64,4,0,1.0,5,nonresponse
429,Scotland,35-44,0,0,1.0,5,nonresponse
430,Midlands,45-54,1,2,1.0,5,nonresponse
431,Midlands,35-44,4,4,1.0,5,nonresponse
432,Wales,35-44,1,0,1.0,5,nonresponse
433,Midlands,18-24,4,0,1.0,5,nonresponse
434,London,45-54,2,1,1.0,5,nonresponse
435,South East,18-24,4,3,1.0,5,nonresponse
436,North West,18-24,0,1,1.0,5,nonresponse
437,Wales,45-54,1,0,1.0,5,nonresponse
438,South East,25-34,2,2,1.0,5,nonresponse
439,Wales,45-54,1,0,1.0,5,nonresponse
440,Midlands,25-34,4,3,1.0,5,nonresponse
441,North West,65+,0,0,1.0,5,nonresponse
442,London,55-64,1,2,1.0,5,nonresponse
443,Midlands,65+,3,3,1.0,5,nonresponse
444,Wales,25-34,4,3,1.0,5,nonresponse
445,Scotland,35-44,4,4,1.0,5,nonresponse
446,North West,25-34,4,2,1.0,5,nonresponse
447,London,65+,1,1,1.0,5,nonresponse
448,Midlands,65+,2,2,1.0,5,nonresponse
449,South East,65+,1,4,1.0,5,nonresponse
450,South East,65+,3,3,1.0,5,nonresponse
451,North West,65+,4,1,1.0,5,nonresponse
452,South East,55-64,3,3,1.0,5,nonresponse
453,North West,25-34,4,2,1.0,5,nonresponse
454,Midlands,45-54,4,4,1.0,5,nonresponse
455,North West,35-44,4,1,1.0,5,nonresponse
456,Midlands,18-24,4,1,1.0,5,nonresponse
457,North West,18-24,4,4,1.0,5,nonresponse
458,Scotland,55-64,0,0,1.0,5,nonresponse
459,North West,45-54,1,3,1.0,5,nonresponse
460,North West,25-34,1,1,1.0,5,nonresponse
461,Midlands,45-54,1,4,1.0,5,nonresponse
462,Midlands,35-44,4,1,1.0,5,nonresponse
463,Midlands,25-34,2,1,1.0,5,nonresponse
464,Midlands,35-44,3,0,1.0,5,nonresponse
465,London,25-34,4,4,1.0,5,nonresponse
466,Midlands,55-64,4,2,1.0,5,nonresponse
467,London,25-34,1,2,1.0,5,nonresponse
468,Scotland,45-54,4,2,1.0,5,nonresponse
469,Midlands,55-64,1,1,1.0,5,nonresponse
470,Midlands,25-34,4,3,1.0,5,nonresponse
471,London,35-44,4,1,1.0,5,nonresponse
472,North West,55-64,4,4,1.0,5,nonresponse
473,Midlands,65+,4,1,1.0,5,nonresponse
474,South East,45-54,4,4,1.0,5,nonresponse
475,North West,25-34,0,4,1.0,5,nonresponse
476,North West,35-44,4,1,1.0,5,nonresponse
477,Midlands,45-54,4,3,1.0,5,nonresponse
478,Scotland,25-34,4,3,1.0,5,nonresponse
479,London,35-44,4,4,1.0,5,nonresponse
480,London,55-64,1,1,1.0,5,nonresponse
481,Midlands,25-34,3,3,1.0,5,nonresponse
482,North West,35-44,4,4,1.0,5,nonresponse
483,Scotland,55-64,0,4,1.0,5,nonresponse
484,North West,65+,4,1,1.0,5,nonresponse
485,London,55-64,1,1,1.0,5,nonresponse
486,London,25-34,2,2,1.0,5,nonresponse
487,North West,55-64,4,1,1.0,5,nonresponse
488,Midlands,45-54,1,0,1.0,5,nonresponse
489,Midlands,65+,4,1,1.0,5,nonresponse
490,London,35-44,1,1,1.0,5,nonresponse
491,London,25-34,4,4,1.0,5,nonresponse
492,North West,65+,4,0,1.0,5,nonresponse
493,North West,25-34,4,4,1.0,5,nonresponse
494,North West,45-54,2,2,1.0,5,nonresponse
495,North West,45-54,0,4,1.0,5,nonresponse
496,London,45-54,1,1,1.0,5,nonresponse
497,Scotland,35-44,0,2,1.0,5,nonresponse
498,North West,55-64,4,2,1.0,5,nonresponse
499,South East,18-24,0,4,1.0,5,nonresponse
500,South East,25-34,1,2,1.0,5,nonresponse
501,Scotland,35-44,4,4,1.0,5,nonresponse
502,London,55-64,1,1,1.0,5,nonresponse
503,South East,55-64,1,1,1.0,5,nonresponse
504,North West,18-24,1,0,1.0,5,nonresponse
505,Scotland,45-54,1,1,1.0,5,nonresponse
506,Scotland,35-44,4,1,1.0,5,nonresponse
507,Wales,65+,1,3,1.0,5,nonresponse
508,South East,55-64,4,3,1.0,5,nonresponse
509,South East,35-44,4,1,1.0,5,nonresponse
510,North West,45-54,4,1,1.0,5,nonresponse
511,Midlands,45-54,4,2,1.0,5,nonresponse
512,Scotland,65+,4,2,1.0,5,nonresponse
513,London,45-54,1,0,1.0,5,nonresponse
514,London,18-24,4,0,1.0,5,nonresponse
515,North West,35-44,1,1,1.0,5,nonresponse
516,London,55-64,1,2,1.0,5,nonresponse
517,Wales,18-24,3,4,1.0,5,nonresponse
518,Midlands,35-44,4,0,1.0,5,nonresponse
519,South East,65+,1,3,1.0,5,nonresponse
520,North West,18-24,4,4,1.0,5,nonresponse
521,South East,45-54,3,0,1.0,5,nonresponse
522,London,35-44,1,4,1.0,5,nonresponse
523,Scotland,35-44,4,4,1.0,5,nonresponse
524,Midlands,55-64,4,4,1.0,5,nonresponse
525,Midlands,55-64,3,4,1.0,5,nonresponse
526,North West,65+,3,0,1.0,5,nonresponse
527,North West,35-44,1,2,1.0,5,nonresponse
528,North West,25-34,4,4,1.0,5,nonresponse
529,North West,55-64,3,3,1.0,5,nonresponse
530,South East,18-24,1,2,1.0,5,nonresponse
531,South East,25-34,1,4,1.0,5,nonresponse
532,Scotland,55-64,1,1,1.0,5,nonresponse
533,Wales,65+,1,1,1.0,5,nonresponse
534,Scotland,25-34,3,3,1.0,5,nonresponse
535,London,65+,3,0,1.0,5,nonresponse
536,Scotland,35-44,1,0,1.0,5,nonresponse
537,London,25-34,4,1,1.0,5,nonresponse
538,South East,45-54,3,2,1.0,5,nonresponse
539,North West,65+,1,4,1.0,5,nonresponse
540,London,25-34,0,0,1.0,5,nonresponse
541,Wales,65+,4,0,1.0,5,nonresponse
542,North West,65+,4,0,1.0,5,nonresponse
543,North West,65+,4,0,1.0,5,nonresponse
544,South East,45-54,0,0,1.0,5,nonresponse
545,Midlands,55-64,1,1,1.0,5,nonresponse
546,London,25-34,4,4,1.0,5,nonresponse
547,Scotland,25-34,1,4,1.0,5,nonresponse
548,Midlands,25-34,4,3,1.0,5,nonresponse
